type,stem,answer,explanation,difficulty,option_A,option_B,option_C,option_D,option_E
single,某用户使用负载均衡 SLB 和云服务器 ECS 搭建服务集群，搭建完成时，运维人员进 行测试， 发现通过配置在 SLB 内的云服务器去 Telnet SLB 的 VIP 却不通，导致这种现 象的原因是 =,D,"在 4 层 SLB 服务中，不支持添加进服务器池的云服务器既作为 RS,又作为客户端 向所在的 SLB 发送请求。因为，返回的数据包只在云服务器内部转发，不经过 SLB,所 以通过配置在 SLB 内的云服 务器去 telnet SLB 的 VIP 是不通的",1,SLB 健康检査异常,服务器内网防火墙设置没有放行相应端口,创建负载均衡实例后，没有添加监听,目前负载均衡不支持同时作为客户端和服务端，因为返回的数据包只在云服务器内部转 发，不经 过 SLB,
single,OSS 支持使用 对存储的 object 进行分类，用户 可以针对同标签的 object 设置生命周 期规则、访问权限,C,,1,指定标签,存储空间标签,对象标签,自定义标签,
multiple,小明是某企业的运维工程师，发现两台 ECS 后发现内网无法通讯，造成这种情况的原 因可能是 。,"A,D",不同地域肯定无法内网通信，不同安全组默认也不能,1,两台云服务器实例在不同地域,两台 ECS 在同一 VPC,两台 ECS 实例在同一个账号下，同一个地域的不同可用区,两个云服务器 ECS 实例在不同的安全组,
single,在购买 ECS 的时候必须设置安全组，安全组在 ECS 中是非常重要的服务，其中安全 组的主要 使用方式为 。,A,,1,白名单的使用,黑名单的使用,黑名单出入网规则限制,内网入流量限制,
single,对于不同类型协议的监听负载均衡服务的健康检查功能发送不同的探测请求。针对 四层 UDP 健康检査通过 探测来获取 ECS 实例的状态信息,B,"针对四层 UDP 监听，健康检査通过 UDP 报文探测来获取状态信 M,https://help.aliyun.com/document_detail/85958.html",1,UDP HEAD 请求,UDP 报文,UDP SYN 数据包,UDP RST 数据包,
single,"在使用阿里云的负载均衡 SLB 实例时，做了如下健康检査的配置:响应超时时间为 5 秒，健康 检查间隔为 2 秒,不健康阈值为 3,健康阈值为 3。即对于确认一个云服务器 ECS 实例是健康的，需要连 续三次得到正常响应。如果某后端云服务器 ECS 实例当前状态是 不健康的，现在对该实例进行修复, 可以通过健康检查确认该实例是健康的时间窗是多久？",D,"本来是不健康的，现在要确认为健康，健康阈值为 3,所以要确认 3 次，每次确认的间隔 是 2 秒 （健康检査间隔），这个题目没说默认的正常响应时间为 1 秒。所以 1+2+1+2+1=7",1,19 秒,21 秒,5 秒,7 秒,
single,"实例启动模板可用于快速创建 ECS 实例，模板中包含了用户自主选择的用于创建实例 的配置 信息，所有配置为可选,能够满足不同场景的个性化需求。下列选项中不属于实例启 动模板可包含的 配置信息。",A,实例启动模板是一项持久化 ECS 实例配置的功能，可用于快速创建实例。实例启动 模板中包 含了用于创建实例的配置信息，可以存储除了密码以外的任意配置信息，包括密钥 对、RAM 角色、 实例类型和网络设置等。,1,密码,RAM 角色,实例类型,密钥对,
single,"某个 SLB 实例的健康检查配置如下:响应超时时间:5 秒,成功响应时间:1 秒，健康检查 间隔：2 秒，健康阈值:3 次，不健康阈值:3 次。该 SLB 实例的健康检査失败的间隔时间和健 康检查成功间隔 时间分别是 和 秒。",B,,1,"21,7","19,7","21,9","19,9",
single,专有网络 VPC 类型的 ECS 实例有两种 IP 地址，分为私有 IP 地址和公网 IP 地址。专 有网络 VPC 类型 ECS 实例一经创建即被分配一个私有 IP 地址。下列选项中 不 属 于私有 IP 地址适用的场景。,B,私有 IP 地址可以用于以下场景：负载均衡 同一局域网内 ECS 实例之间内网互访 同一局域网 内 ECS 实例与其他云服务（如 OSS、RDS）之间内网互访 https://help.aliyun.com/document_detail/4444l.html,1,负载均衡,不在同一局域网内的 ECS 实例与其他云服务之间互访,同一局域网内 ECS 实例之间内网互访,同一局域网内 ECS 实例与其他云服务之间内网互访,
single,某行业大牛的个人博客只有一些静态页面，他想用最经济且简单的方式将网站部署 在阿里云上， 另外，由于很多浏览器已经把没有使用 HTTPS 协议的网站全部标记为不 安全，他想要为网站开启 HTTPS 协议支持。根据该用户的情况，最推荐的阿里云方案 是 O,D,https://help.aliyun.com/document_detail/67323.html,1,使用虚拟主机部署博客网站，并在虚拟主机中部署 SSL 证书,使用云服务器 ECS 部署博客网站，并在 ECS 中部署 SSL 证书,使用云服务器 ECS 和负载均衡 SLB 部署网站，将 SSL 证书托管在 SLB 上,使用对象存储 OSS 存储网站静态页面，绑定自定义域名，并开启证书托管,
single,"负载均衡提供监听级别的访问控制，用户可以针对不同的监听设置访问白名单或黑 名单。如果 某个用户开启了白名单或者黑名单访问，但访问策略组中没有添加任何 IP, 则负载均衡监听会 。",A,"开启访问控制后，选择一种访问控制方式:白名单:允许特定 IP 访问负载均衡 SLB, 仅转发来自 所选访问控制策略组中设置的 IP 地址或地址段的请求，白名单适用于应用只 允许特定 IP 访问的场景。 设置白名单存在一定业务风险。一旦设置白名单，就只有白名 单中的 IP 可以访问负载均衡监听。如 果开启了白名单访问，但访问策略组中没有添加任 何 IP,则负载均衡监听会转发全部请求。黑名单： 禁止特定 IP 访问负载均衡 SLB,来自 所选访问控制策略组中设置的 IP 地址或地址段的所有请求都不会 转发，黑名单适用于应 用只限制某些特定 IP 访问的场景。如果开启了黑名单访问，但访问策略组中 没有添加任 何 IP,则负载均衡监听会转发全部请求。 https://help, aliyun.com/document_detail/129425.html",1,转发所有请求,拒绝所有请求,白名单为空，拒绝所有请求，黑名单为空，转发所有请求,白名单为空，转发所有请求，黑名单为空，拒绝所有请求,
multiple,当您发现无法将指定的阿里云的块存储挂载到某台的云服务器 ECS 实例上时，可能是: ()原因 造成的。,"A,B",,1,云服务器 ECS 实例已经挂载的数据盘数量达到上限,购买的块存储和云服务器 ECS 实例不在同一个可用区,云服务器 ECS 实例处于已停止状态,云服务器 ECS 实例没有公网 IP,
multiple,类型的云产品，统一部署在阿里云的公共基础网络内，由阿里云统一规划和管 理，更适合 对网络易用性要求比较高的用户。 是指用户在阿里云的基础网络内建 立一个 可以自定义的专有隔离网络，比较适合有网络管理能力和需求的用户。,"A,D",,1,经典网络,传统网络,云上网络,专有网络,
multiple,"ECS 自建数据库进行迁移可以使用 DTS 工具来进行,DTS 迁移工具支持()数据库迁 移。","A,B,D","数据传输服务(Data Transmission Service ,简称 DTS)是阿里云提供的支持 RDBMS、 NoSQL、 OLAP 等多种数据源之间数据交互的数据服务。 https://help.aliyun.com/document_detail/131497.html",1,RDBMS,NoSQL,OcenBase,DB2,
single,安全大屏将安全攻防数据转化并呈现到安全大屏上，秒级更新实时数据，可实时展 现资产、漏 洞、基线情况，以下关于安全大屏的描述，错误的是 。,D,支持以下两种访问方式：直接访问：单击直接访问进入大屏页面。免登配置：单击 免登配置创 建大屏免登地址，方便您在未登录云安全中心控制台的情况下直接通过免登链 接打开安全大屏页面。 https://help.aliyun.com/document_detail/102980.html,1,安全大屏支持展示资产、漏洞、基线、告警、安全运营、业务运营和云平台配置检查相 关的数据,为满足不同业务领域展示不同场景数据的需要，安全大屏支持自定义场景,荷鲁斯之眼提供云上资产安全态势全景、网络拓扑和安全风险处理入口，帮助用户统一 管控云上 资产进行安全运营,为保证访问安全，大屏不能直接免密访问，可单击免登配置创建大屏免登地址，方便用 户在不登 录云安全中心控制台的情况下直接通过免登链接打开安全大屏页面,
single,某云上用户开通了阿里云的弹性伸缩服务以应对其业务运行过程中可能出现的流量 高峰。某日， 因业务需要，运维人员需要更换伸缩组内的某一台 ECS 的操作系统，因此 需要对其进行停机，为了 避免其因健康检查失败而被释放，建议运维人员采用的操作是,A,您可以将暂时不使用的 ECS 实例转为备用状态，处于备用状态的 ECS 实例负载均 衡权重会被 置零。弹性伸缩不会检査处于备用状态的 ECS 实例健康状态，也不会释放 ECS 实例。,1,"将该 ECS 实例转为备用状态， 弹性伸缩不会检查处于备用状态的 ECS 实例健康状态, 也不会释放 ECS 实例","将该 ECS 实例转为保护状态， 弹性伸缩不会检查处于保护状态的 ECS 实例健康状态, 也不会释放 ECS 实例","将该 ECS 实例转为挂起状态， 弹性伸缩不会检査处于挂起状态的 ECS 实例健康状态, 也不会释放 ECS 实例",将该 ECS 实例转加入白名单， 弹性伸缩不会检查白名单内的 ECS 实例健康状态，也不 会释放 ECS 实例,
single,对于入网流量，负载均衡会根据用户在控制台或 API 上配置的转发策略，对来自前 端的访向请 求进行转发和处理，TCP/UDP 协议和 HTTP/HTTPS 协议的流量都需要经过 LVS 集群进行转发，LVS 集群内的每台节点服务器均匀地分配海量访问请求，并且每台 节点服务器之间都有会话同步策略，以 保证高可用。如果相应的负载均衡实例服务端口 使用的是七层 HTTP 协议，那么 LVS 集群内每个节 点会—=,B,,1,LVS 集后内每个节点都公根据负载均操实制负载约街密略，两用 Key,LVS 集群内每个节点会先将其承载的服务请求均分到 Tengine 集的，Tengine 集群内的 每个节点 再根据负载均街配略，将服务请求按策略量终分发到后端 ECS 服务器。,LVS 集群内每个节点都会根据负载均衡实例负程的衡馆略，将其承载的服务请求按照 略直接分发 到后端 ECS 服务器。,LVS 生群内每个节点会先将其承载的服务请求均分到 Tengine 生群。Tengine 生群内的 每个节点 再根据负载均面简略，先调用 Key,
single,如果 公网带宽占有率达到百分之百，EIP 未及时扩容，易出现业务流量限速丢包的情 况，进而引发客户端 访问质量恶化和用户体验的直线下降。可以使用 EIP 的 功 能 帮助用户实时监测流量波动情况。,A,弹性公网 IP (EIP)提供高精度秒级监控功能。借助秒级监控功能，您可以实时监 控互联网业务 流量变化，及时调整弹性公网 IP 的带宽峰值。难度：中等。,1,秒级监控,云监控,自动扩容,弹性 IP,
single,管理控制台是统一査看和管理阿里云产品及服务的平台。管理控制台面向阿里云用 户，通过图 形化界面、Cloudshell 命令行工具等进行配置操作，创建云服务器 ECS 后， 可以在控制台对其进行管 理，ECS 管理控制台直接支持的功能不包括 。,D,,1,重启实例,停止实例,释放实例,迁移实例,
single,以下关于 SLB 使用场景的描述，是使用于 4 层(TCP)协议配置 SLB 监听规则。,D,"HTTP HTTPS 是 7 层监听,4 层监听是 UDP 和 TCP",1,后端服务器应用采用 HTTP 协议的负载均衡场景,"后端服务器应用釆用 HTTP, HTTPS, TCP 协议的负载均衡场景",后端服务器应用釆用 HTTPs 协议的负载均衡场景,后端服务器应用采用 TCP 协议的负载均衡场景,
single,"某公司使用阿里云对象存储 OSS 存储文件，其管理员发现某个 Bucket 每天会自动生 成名称中 包含日期的 Object,最可能的原因是 o",C,,1,该 Bucket 开启了 LifeCycle 生命周期规则,该 Bucket 开启了版本控制功能,某个 Bucket 开启了日志存储，并且将日志的存储路径设置为上述 Bucket,某个 Bucket 开启了跨区域复制功能，并且将复制的目标路径设置为上述 Bucket,
multiple,在使用阿里云 ECS 的过程中，经常会遇到关于磁盘的操作，以下关于磁盘的操作实 践 是 错误的(),"A,C,D",更换系统盘需要 ECS 实例处于已停止状态。更换系统盘，原系统的所在实例的 ID 不会发生变 化。更换系统盘，原系统盘自动快照会被释放，手动创建的快照不会被释放， 这些快照仍可以创建自 定义镜像。,1,ECS 实例在任何状态下都可以允许更换系统盘操作,无论是包年包月还是按量付费的 ECS 实例都支持更换系统盘操作,更换系统盘，原系统的所在实例的 ID 也会发生变化,更换系统盘，原系统盘快照也会随之丢失,当用户释放云盘时，存储系统立即销毁元数据，确保无法继续访问数据。
single,如果 ECS 实例发生了实例自动恢复事件，例如物理机非预期宕机或进行运维，阿里 云默认自 动重启恢复实例。用户可以通过修改实例维护属性，自定义实例自动恢复方式。 如果实例挂载了本地 盘，用户可选择的恢复方式不包括,D,https://help.aliyun.com/knowledge_detail/57052.html 阿里云默认自动重启恢复您的 ECS 实面，并且支持自定义恢复方式，自动重启恢复禁止 重启恢复自 动重新部署,1,自动重启恢复,禁止重启恢复,自动重新部署,部分重启恢复,
single,"OSS 基于 架构设计,消除单点故障，确保数据业务的持续性。",C,,1,高性能,高并发,高可用,高安全,
single,网安法提出:“网络运营者应当采取技术措施和其他必要措施，确保其收集的个人信 息安全， 防止信息泄露、毁损、丢失”。小李是某网站站长，为了保护网站页面中出现的 网站用户手机号等敏 感隐私数据，小李可以使用 WAF 防火墙提供的()功能,C,防敏感信息泄漏功能是 Web 应用防火墙针对网安法提出的“网络运营者应当釆取技 术措施和 其他必要措施，确保其收集的个人信息安全，防止信息泄露、毁损、丢失。在发 生或者可能发生个人 信息泄露、毁损、丢失的情况时，应当立即采取补救措施，按照规定 及时告知用户并向有关主管部门 报告”所给出的安全防护方案。防敏感信息泄漏针对网站 中存在的敏感信息(尤其是手机号、身份证、 信用卡)泄漏、敏感词汇泄露提供脱敏和告警 措施，并支持拦截指定的 HTTP 状态码,1,HTTPS 高级配置,网页防幕改,防敏感信息泄露,黑白名单配置,
single,阿里云使用隧道封装技术实现了不同专有网络 VPC 间二层网络隔离。在 VPC 内的 云服务器 ECS 实例之间的三层网络访问控制用()功能实现,B,三层网络访问控制在阿里云中是通过安全组实现的,1,交换机,安全组,路由器,路由表,
single,用户通过配置安全组规则，可以控制安全组内一台或多台 ECS 实例的入流量和出流 量。建议 用户设置简洁的安全组规则。如果一台 ECS 实例被分配了多个安全组，该 ECS 实例很可能会同时遵 循数百条安全组规则，任何规则变更都可能引起网络不通的故障。 在创建安全组规则时，必填字段不 包括(),C,设置授权策略、授权对象和端口范围,1,授权策略,授权对象,授权时限,端口范围,
single,在使用的过程中如果数据盘空间不够，可以使用扩容功能，扩容云盘只是扩大存储 容量，但不 会扩容,A,ECS 控制台操作扩容只是扩大云盘的存储容量，不会扩容 ECS 实例的文件系统。 您还需要登 录实例，然后进行扩容文件系统的操作,1,文件系统,数据盘,操作系统,共享块存储,
single,在使用阿里云服务器 ECS 时，如果业务量的变化时间可以预测，可以配合弹性伸缩 的缩模式， 在业务高峰到达前准备好足量的计算资源，或者在业务高峰后释放空闲的计 算资源。,C,,1,固定数量模式,健康模式,定时模式,动态模式,
single,在创建阿里云专有网络 VPC 时，需要规划地域和可用区。下面关于地域和可用区规 划的说法 中，正确的是？,C,,1,VPC 下不同可用区默认不允许互联,VPC 创建完成后可以修改所属地域,VPC 中相同地域不同可用区下的交换机默认是内网高速互联,VPC 下不同的地域默认是内网高速互联,
single,阿里云快照可以为所有类型的云盘创建一致性快照，是一种便捷高效的数据容灾手 段，有一个 客户要求容灾能力高，对快照创建时间没有要求，为客户推荐()快照最适合,A,本地快照存储在本地，如果本地存储设备挂了，没有容灾性。加密快照，加密需要 时间且消耗 资源，不便捷高效。自动快照对时间有要求。综上，普通快照最合适。,1,普通快照,本地快照,加密快照,自动快照,
single,很多用户将系统迁移上云时，期待能够大幅节约成本，但是，在上云的过程中，导 致最终的云 上成本大于线下每年的平摊成本。对导致该现象的原因分析，不正确的是()。,C,"C 选项的意思是，线下机房，釆用高配的服务器、存储设备，在里面部署虚拟化 解决方案(比 如 VMware, Citrix,微软的解决方案，或者开源的 KVM、XEN),这种解决方 案显然不如云服务器的资 源利用率高",1,线下很多库是单机库，到云，上釆用的是 RDS 高可用版本，相对来说成本会增加,计算成本时，只计算了购买/租用设备的成本，忽略了线下的维护成本、人员成本、机 房和电力 成本等等,线下使用的虚拟化方案由于釆用超额预定，在同等效果下，比云服务器的资源利用率 更高,云服务器的配置完全按照云下配置 1:1 选型，实际利用率较低，不符合云上架构最佳 实践,
single,某用户的业务系统在云上搭建了 ECS 和 VPC 服务架构。该用户在为 Windows 系统 的 ECS 实 例配置 IPv6 地址时，搭建好 IPv6VPC 后 的步骤如下：1、开通网络带宽 2、 分配 IPv6 地址 3、添加 安全组规则 4、配置 IPv6 地址。请为用户选择正确的步骤顺序为 ()。,B,使用 IPv6 的步骤如下所示：1.搭建 IPv6 2.为 ECS 实例分配 IPv6 地址。3.开通公 网带宽。4. 配置 IPv6 地址。5.添加安全组规则。6.(可选)删除 IPv6 地址。 https://help. aliyun.com/ document_detail/127302.html,1,2-1-3-4,2-1-4-3,3-2-1-4,3-2-4-1,
single,"某用户使用负载均衡 SLB 和云服务器 ECS 搭建 FTP 服务(监听端口 99),搭建完成 后，通过 filezilla client 访问 SLB 公网 IP 的 99 端口，能够登陆 ftp,但是读取目录失败， 导致该错误的关键原因 是()。",B,"默认情况下 FTP 协议使用 TCP 端口中的 20 和 21 这两个端口，其中 20 用于传输数 据,21 用于 传输控制信息。但是，是否使用 20 作为传输数据的端口与 FTP 使用的传输模式 有关，如果釆用主动 模式，那么数据传输端口就是 20;如果釆用被动模式，则具体最终使用哪 个端口要服务器端和客户端 协商决定。",1,后端服务器负载过高,ECS 的安全组规则入方向配置错误,创建负载均衡实例后，没有添加监听,负载均衡 SLB 不支持搭建 FTP 服务,
single,SLB LoadBalancer 中()接口是用来修改 SLB 实例的计费方式的？,A,使用 Modify LoadBalancer Internet Spec 修改公网负载均衡实例的计费方式,1,Modify LoadBalancer Internet Spec,Create LoadBalancer,Set LoadBalancer Status,Set LoadBalancerName,
multiple,"某用户在云上搭建 ECS+SLB+RDS 业务应用架构，同时使用了 Auto Scaling 服务对服 务资源 ECS 进行弹性扩展和收缩。因业务需要,用户需要使用开通云数据库 Redis 作为热 点数据的缓存存储,保证 应用对数据的高速访问。但由于 Auto Scaling 伸缩组暂不能关联 Redis 实例，用户需手动配置 ECS 实 例加入或移出 Redis 实例的访问白名单,费时费力且效 率较低。如果你是阿里云产品经理，你会建议 用户通过配置 ECS 实例的自动加入和移出 Redis 实例白名单。","A,B",解析:伸缩组支持关联负载均衡实例和 RDS 实例，但是暂时不能关联 Redis 实例。如 果您有业 务数据存储在 Redis 实例上，手动配置 ECS 实例加入或移出 Redis 实例白名单，操 作效率较低。您可 以通过生命周期挂钩和 00S 模板将 ECS 实例自动加入和移出 Redis 实 例白名单。https://help. aliyun.com/document_detail/102410.html,1,弹性伸缩生命周期挂钩,OOS 模板,MNS 和阿里云服务 ，实现,实例启动模板,
multiple,DDOS 高防支持通过 和 两种引流方式，实现网站域名和业务端口 的接入防护,"A,D","DDoS 高防支持通过 DNS 解析和 IP 直接指向两种引 I 流方式实现网站域名和业务端 口的接入 防护。DNS 分为正向解析和反向解析,B 选项错误，因为:如果只做域名解析，这只 是一个正向解 析,DDOS 攻击 IP 则无法防护。",1,IP 直接指向,域名解析,流量渗透,DNS 解析,
single,【2021 年 11 月底 ACP 云计算考试：去掉了判断题，多选题也没有提示正确答案个 数，请考生 注意】用户开通并配置 WAF 防火墙，控制台提示“未检测到 CNAME 接入且 无流量”，或是“当前 无流量”等错误信息，可能的原因不包括 。,D,"A： waf 挂了会报这些错误信息。B:精准域名是指不配 CNAME,直接解析到 ECS 上，也就是不 经过 WAF.C：泛域名解析不会经过 WAF。不经过 WAF, WAF 的控制台是 会报这些错误信息 D:域名 解析到 CDN, CDN 回源还是要经过 WAF,这是正常流程，所 以不包括 D",1,"机房故障的极端情况下,WAF 无法正常使用",精准域名接入状态下，无 CNAME 接入且没有流量,泛域名接入状态下，无流量或流量很低,WAF 之外还部署了 CDN 等代理，域名解析 CDN 上,
multiple,"通过修改域名的 DNS 解析设置，将网站流量解析到 Web 应用防火墙,Web 应用防火墙 将处理 后的请求转发回源站服务器，该方式需要在 Web 应用防火墙控制台添加域名并修 改域名的 DNS 解析 设置，支持 和 两种方式。","B,C",NAME 接入支持以下两种接入方式：域名一键接入：Web 应用防火墙自动读取当 前阿里云账 号关联的域名资产信息，您只需从域名一键接入页面选择需要接入的域名和网 络协议类型，即可自动 添加网站信息，包括网站域名、服务器地址、80 和 443 标准协议 端口，并自动修改域名的 DNS 解析。 手动添加网站：手动添加要接入 Web 应用防火墙 防护的网站信息，例如域名、网络协议、服务器地 址、服务器端口等（引导 Web 应用防 火墙转发正常 Web 请求到业务服务器），并手动修改域名的 DNS 解析，将网站的 Web 请求转发到 Web 应用防火墙进行安全清洗。参考链接： https://help.aliyun.com/document_detail/97063.html,1,域名手动接入,域名一键接入,手动添加网站,自动添加网站,
multiple,"近年来，网络安全在互联网世界中困扰不断,安全漏洞频发、服务器被攻击、数据泄露、 网络 木马植入等各种网络安全事件层出不穷。网络威胁多种多样，造成的结果也各不相同。下列选项中,^_ 可能造成网站无法正常打开。","A,D",,1,网站 DNS 被劫持,CDN 缓存失效,受到 SQL 注入攻击,受到 DDoS 攻击,
multiple,"如果客户的应用访问量很高，可以通过配置^ _将流量分发到不同的 ECS 实例 上。此 外，还可以使用 功能将同一客户端的请求转发到同一台后端 ECS,提高访 问效率。","C,D",,1,分发流量,流量保持,监听规则,会话保持,
single,某创业公司，由于刚刚起步，没有专业的运维工程师，但是需要应对随时变化的互 联网业务， 为用户提供更优质的体验，避免由于用户访问量突发造成系统瘫痪，可以使 用()来帮助该公司改善系 统体验。,B,,1,负载均衡,弹性伸缩,云服务器,云数据库,
single,负载均衡 SLB 是对多台云服务器进行流量分发的负载均衡服务，提供丰富的功能，满 足各种 业务场景的需要。某用户想要使用负载均衡 SLB 和云服务器 ECS 部署双向认证 的 HTTPS 网站，以 下说法正确的是()。,A,,1,需要在 SLB 上托管服务器 SSL 证书和客户端 CA 证书,SLB 只能托管 SSL 证书，不能托管 CA 证书,SLB 只能托管 CA 证书，不能托管 SSL 证书,SLB 目前仅支持 HTTPS 单向认证，暂不支持 HTTPS 双向认证,
single,"负载均衡实例釆用集群部署，可实现会话同步，以消除服务器单点故障，提升冗余，保证 服务 的稳定性。来自公网的请求通过等价多路径路由到达 LVS 集群,LVS 集群内的每台 LVS 通过()将会话 同步到该集群内的其它 LVS 机器上，从而实现 LVS 集群内各台机器间 的会话同步。",B,https://help.aliyun.com/document_detail/67915 .html,1,四层转发,组播报文,七层转发,nginx,
multiple,"在创建 ECS 实例时选择了错误的操作系统，可以通过更换系统盘来更换操作系统，更 换系统 盘是指为 ECS 实例重新分配一块系统盘,旧系统盘会被释放。系统盘的云盘类型、()以及()保持不变。","B,C",,1,系统盘 ID,实例 IP,弹性网卡 MAC,部署的应用,
single,对象是 OSS 存储数据的基本单元，也被称为 OSS 的文件。对象由()、Data 和 Key 组 成。,C,,1,Region,Bucket,ObjectMeta,Endpoint,
single,某用户在创建 ECS 实例(分配了公网 IP 地址)后的六小时内，想要更换该 ECS 实例的 公网 IP 地址，但在控制台操作界面找不到更换公网 IP 选项，这种问题的原因可能是()。,C,,1,创建的 ECS 实例为经典网络实例,ECS 实例处于 Stopped 状态,ECS 实例为 VPC 网络，停止实例时选择”停机不收费”,"ECS 实例为 VPC 网络,且分配了私网 IP 地址",
single,"设计云上架构时，如果能充分了解云服务的特点，就能扬长避短,充分利用云的优势。例 如， 云服务器 ECS 由于是虚拟服务器，其单机性能或许不如传统物理机，但是，在云上可以很 便捷地搭 建起两个 ECS 和一个负载均衡 SLB 实例的架构,这种架构比单台高配 ECS 的方 式相比，优势不包括()。",C,,1,"隐藏后端 IP,避免被扫描、被直接攻击",方便后续水平扩展,方便管理运维,避免单点故障,
multiple,"专有网络 VPC 类型的 ECS 实例支持两种公网 IP 地址,分别是 ECS 系统分配的公网 IP 地址 (NatPublicIP)和弹性公网 IP(EIP)地址。关于两种公网 IP 地址说法正确的是()","A,B,C",https://help.aliyun.com/document_detail/44441.html,1,如果用户希望长期使用某个公网 IP 地址，根据业务需要将它绑定到指定的 ECS 实例上， 建议用 户选择 EIP 地址,如果希望释放实例时公网 IP 地址随实例一起释放，可以选择 NatPublicIP,"在实例的使用期间，将带宽值设置为 OMbit/s,可以释放 NatPublicIP",一台 ECS 实例可以关联多个 NatPublicIP 或 EIP,"如果 ECS 实例绑定了 EIP 地址,用户可在实例内部査询到公网网卡"
single,阿里云 OSS 产品的账单费用由三部分组成，包括：存储空间费用、流量费用和 OSS API 请求费 用。每一次对 OSS 的操作都算作一次 API 请求，上传文件是 PUT 请求，下 载文件是 GET 请求。OSS API 请求费用的付费方式支持(),B,OSS 每小时结算一次调用 0SSAPI 的请求费用。目前只支持按量付费,1,包年包月和按量付费,只有按量付费,只有包年包月,按天计费和按量付费,
multiple,"CAP 理论是分布式领域的重要理论，也被戏称为”帽子理论”。CAP 理论指出,一个分 布式系 统不可能同时满足。()、()和()这三个基本需求，最多只能同时满足其中的 2 个。","A,B,D","一个经典的分布式系统理论。CAP 理论告诉我们:一个分布式系统不可能同时满足 一致 (C:Consistency)> 可用性(A: Availability)和分区容错性(P: Partition tolerance)这三个 基本需求,最多只能 同时满足其中两项",1,一致性,可用性,可扩展性,分区容错性,高性能
multiple,伸缩组支持关联传统型负载均衡 CLB (原 SLB)实例，通过 CLB 实例将访问流量分 发到伸缩组 内的多个 ECS 实例，有效增强伸缩组的服务能力。下面描述正确的是？(重 点看内容，原题可能不一 样),"A,B,C,D",如果需要为伸缩组关联负载均衡实例，请确保满足以下条件： 您持有一个或多个处于运行中状态的负载均衡实例。 负载均衡实例和伸缩组必须位于同一地域。 如果负载均衡实例和伸缩组的网络类型均为专有网络，则必须位于同一专有网络。 当负载均衡实例的网络类型为经典网络，伸缩组的网络类型为专有网络时，如果负载均衡 实例的后端 服务器组中包含专有网络 ECS 实例，该 ECS 实例必须与伸缩组位于同一专有 网络。 负载均衡实例配置至少一个监听。 负载均衡实例必须开启健康检査。https://help.aliyun.com/document_detail/284757.html,1,负载均衡实例和伸缩组必须位于同一地域。,如果负载均衡实例和伸缩组的网络类型均为专有网络，则必须位于同一专有网络。,当负载均衡实例的网络类型为经典网络，伸缩组的网络类型为专有网络时，如果负载均 衡实例的 后端服务器组中包含专有网络 ECS 实例，该 ECS 实例必须与伸缩组位于同一专 有网络。,负载均衡实例必须开启健康检査。,
multiple,"SLB 负载均衡支持 TCP 监听方式,TCP 监听方式支持()和()两种健康检查方式。","B,C","选择健康检査协议类型,监听为 TCP 协议时，健康检査方式可选 TCP 或 HTTP",1,Https,HTTP,TCP,upd,
single,()可以配合 CDN 产品，提供静态内容存储、分发到边缘节点的解决方案。利用 CDN 边缘节点 缓存的数据，提升同一个文件，被同一地区客户大量重复并发下载的体验。,D,,1,SLB,RDS,VPN,OSS,
single,阿里云内容分发网络 CDN 在实际应用中，CDN 效果的好坏与是否正确使用非常相 关。以下() 场景不适合使用 CDN。,A,重复访问率不高的个人网盘业务的回源次数太高，不适合使用 CDN,1,重复访问率不高的个人网盘业务,纯静态页的企业门户网站,短视频分发网站,手机 APP 的升级包下载站,
multiple,"阿里云的负载均衡 SLB 支持多种协议的转发服务，其中就包括 UDP,它是面向非连接 的协议， 发送数据包前并不会与对方建立连接，且不提供差错恢复和数据重传。它的优点是 速度快，效率高， 对某些特定的场景来说非常适合。您手上有几家正在使用负载均衡 SLB 的客户，以下场景中适合使用 基于 UDP 协议的负载均衡 SLBo ()","A,B,C,E",域名解析服务要用到 UDP 协议和 TCP 协议,1,某视频点播网站，用。观通过点播观看视频,某新媒体公司，通过手机 APP 端提供资讯服务，在客户刷新的时候推送新闻到客户端,某在线交友网站的视频聊天室,某公司提供的域名解析服务,"某在线语音图片等智能识别网站,要求将用户需求中的音频请求发送至音频服务器处理, 需求中 的对图片的请求发送至图片服务器处理"
